ID,Authors,Title,Year,Source title,Volume,Link,Affiliations,Abstract,Author Keywords,Index Keywords,Publisher,Language of Original Document,Abbreviated Source Title,Document Type
319,"Agarwal A., Singh S.J.",Mask IDs based asymmetric session key exchange,2017,"Proceedings of the 2017 International Conference On Big Data Analytics and Computational Intelligence, ICBDACI 2017",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040166649&doi=10.1109%2fICBDACI.2017.8070875&partnerID=40&md5=34fde8b7f7a79604acdb09646047b8a6,"Defence Research and Development Organisation, Ministry of Defence, Delhi, 110054, India","This paper illustrates the usage of pre-distributed data/methods for secret key distribution with the help of Encode-Decode IDs(IDentifications) and functions (used for generating output based on nonce). Also, certain attacks enumerated in literature on various protocols has also been studied along with providing added attack detection feature achieved due to these Masked IDs. The scheme discussed has an added advantage of reducing number of transactions/steps required in attack detection. © 2017 IEEE.",Challenge; Encode; F'()); Frequency; Functions (F( ); Key agreement; Key Distribution; Key Distribution Protocol (KDP); Key pre-Distribution; Man-in-the-Middle attack; Mask; Nonce; Parallel Session; Private Key(PR); Protocol; Public Key(PU); Replay; Response; Session Key; Timestamp; Trusted third party(TTP),Access control; Artificial intelligence; Encoding (symbols); Masks; Network protocols; Network security; Challenge; Encode; Frequency; Key agreement; Key distribution; Key pre-distribution; Key-distribution protocols; Man in the middle attacks; Nonce; Parallel Session; Private key; Public keys; Replay; Response; Session key; Time-stamp; Trusted third parties; Big data,Institute of Electrical and Electronics Engineers Inc.,English,"Proc. Int. Conf. Big Data Anal. Comput. Intell., ICBDACI",Conference Paper
320,"Srinivas S.T.P., Swarup K.S.",Optimal relay coordination for microgrids using interval linear programming approach,2017,"Proceedings of the 2017 International Conference On Big Data Analytics and Computational Intelligence, ICBDACI 2017",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040167914&doi=10.1109%2fICBDACI.2017.8070848&partnerID=40&md5=e47b913fe8ffcc811ed2e542943f3d1d,"Departmenl of Electrical Engineering, IIT Madras, India",This paper gives Interval Linear Programming (ILP) approach based solution to optimal relay coordination problem for microgrid scenario. Relay coordination in microgrids is complex because of varied fault current magnitude and direction due to existence of Distributed Generation (DG). Over-current relays are feasible and economic choice of protection for distribution systems connected with DG. The coordinated relay settings must account to all possible fault scenarios in both grid connected and isolated microgrid modes of operation. Inadequate fault current levels from grid connected to isolated mode is the major cause of miscoordination in the microgrid network. This paper systematically formulates the relay coordination problem for microgrid scenario as linear interval optimization problem. The feasibility of ILP method in including all the fault scenarios and operating modes of microgrid by representing the variables as intervals are combined to find the optimal overcurrent relay settings. The results show the effectiveness of this method. The programming is done using optimization tool box available in Matlab. © 2017 IEEE.,,Artificial intelligence; Coordination reactions; Linear programming; MATLAB; Optimization; Current magnitudes; Distribution systems; Interval linear programming; Modes of operation; Optimal relay coordinations; Optimization tools; Overcurrent relays; Relay coordination; Big data,Institute of Electrical and Electronics Engineers Inc.,English,"Proc. Int. Conf. Big Data Anal. Comput. Intell., ICBDACI",Conference Paper
321,"Bhasin S., Choudhury T., Gupta S.C., Kumar P.",Smart city implementation model based on IoT,2017,"Proceedings of the 2017 International Conference On Big Data Analytics and Computational Intelligence, ICBDACI 2017",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040179198&doi=10.1109%2fICBDACI.2017.8070836&partnerID=40&md5=52160e55a4feac13e207317c6878cc99,"Computer Science and Engineering Department, Amity University, Uttar Pradesh, Noida, India","The Internet of Things (IoT) can be defined as an environment where internet capabilities are applied to everyday objects that have earlier not been considered as computers to provide a network connectivity that will enable these objects to generate, exchange and consume data. According to a forecast given by the Ericsson Mobility report issued in June 2016, there will be as many as 16 billion connected devices that will get Internet of Things (IoT) technology-enabled by 2021. Apart from having its uses in personal well-being and comfort, IoT will be a key factor in the planning of smart cities specially in the time when governments are focussed on the development of smart cities. This technology can be implemented not just for communication networks but also for sanitation, transportation, healthcare, energy use and much more. © 2017 IEEE.",Information and communication technology (ICT); Internet of Things (IoT); Radio frequency Identifiers(RFID); Sensors; Smart city,Artificial intelligence; Big data; Sensors; Smart city; Energy use; Implementation models; Information and Communication Technologies; Internet of thing (IOT); Internet of Things (IOT); Key factors; Network connectivity; Radio frequencies; Internet of things,Institute of Electrical and Electronics Engineers Inc.,English,"Proc. Int. Conf. Big Data Anal. Comput. Intell., ICBDACI",Conference Paper
322,"Kathuria A., Panda S.N.",Video capturing and streaming over Ad-Hoc networks,2017,"Proceedings of the 2017 International Conference On Big Data Analytics and Computational Intelligence, ICBDACI 2017",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040198785&doi=10.1109%2fICBDACI.2017.8070867&partnerID=40&md5=bfd2264452ae2ad970ab3c2f97af3eb4,"Chitkara University, India","For many decades, the real time video streaming has been an important aspect in the communication technology. Initially, the videos were captured and then transmitted in analog form. The emergence of computers and digital integrated circuits steered technology into the digitization of video, which further led to sedition in the compression and communication of video and then eventually led to real time video streaming. Real-time video transport has uncompromising loss, delay and bandwidth requirements. Real time video streaming becomes more challenging when implemented in a wireless or wireless ad hoc networks. It is a big challenge to support such applications in wireless ad hoc networks. Wireless ad hoc networks are prone to perennial link failures and congestion i.e. unwanted delays can occur and data packet (video frame) can be lost over a network. In this paper, we discuss JAVA API to encode and compress video and then using a multipath streaming technique to transport the video over a network. © 2017 IEEE.",Multipath Transport; Video Coding; VPAN; Webcam Capture API,Ad hoc networks; Artificial intelligence; Big data; Digital integrated circuits; Image coding; Video signal processing; Video streaming; Bandwidth requirement; Communication technologies; Multi-path streaming; Multipath transport; Real-Time video transport; Real-time videostreaming; VPAN; Webcam Capture API; Wireless ad hoc networks,Institute of Electrical and Electronics Engineers Inc.,English,"Proc. Int. Conf. Big Data Anal. Comput. Intell., ICBDACI",Conference Paper
323,"Gupta A., Garg A., Rawat N., Chigurupati S., Dinesh Kumar U.",Every drop counts: Unleashing the prospective locations for Water Harvesting using Geospatial Analytics,2017,ACM International Conference Proceeding Series,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048370867&doi=10.1145%2f3109761.3158394&partnerID=40&md5=a9f46ffaf6192152cb1404308b0ca3c3,"Indian Institute of Management, Bangalore, India","Water is at the heart of 'Sustainable Development Goals (SDGs)'set by United Nations - with an objective to balance the three dimensions of sustainable development: Environment, Social and Economic - and is indirectly associated with the success of all the other Goals. But, with changing climatic patterns, untimely rains, prolonged dry spells, depleting ground water and drought making every drop of water extremely precious, the need of the hour is to gauge and work towards the major aspects of water harvesting - 'Catchment'. Water Harvesting must be a key element of any strategy to bring an end to India's perennial swings between drought and flood and to meet the following SDGs for sustained development. This study presents a structured and meticulous approach, wielding 'Geospatial Analytics'to identify the prospective locations for Water Harvesting in arid and semi-arid parts of the country for sustainable development.This paper is structured as follows. Section 1 describes the background and motivation for this idea. Section 2 details out the objective. In section 3 we present the 'Literature Survey'on the work that has already been carried out in this field. While section 4 discerns our area of study, Section 5 provides process flow starting from Data gathering, Data extraction,Data pre-processing, Model selection and Multi Criteria Decision Making (Model Application). In Section 6, we present and validate our experimental results achieved using the proposed methodology. Section 7 concludes our study followed by Section 8 on Recommendations for future enhancements and next steps. © 2017 Association for Computing Machinery.",AHP; Analytical hierarchy process; Digital elevation model; Flood fill model; Geospatial analytics; GIS; Image processing; LANDSAT-8; Rain water harvesting; RWH optimum location selection; Sliding window algorithm; Smart water; Water tanks,Artificial intelligence; Catchments; Data handling; Decision making; Drops; Drought; Floods; Geographic information systems; Groundwater; Harvesting; Image processing; Internet of things; Learning systems; Location; Planning; Rain; Runoff; Sustainable development; Water conservation; Analytical Hierarchy Process; Digital elevation model; Geo-spatial; LANDSAT; Optimum location; Rain water harvesting; Sliding window algorithms; Water tanks,Association for Computing Machinery,English,ACM Int. Conf. Proc. Ser.,Conference Paper
324,"Samson V.R.R., Sai U.B., Rao P.L.S.D.M., Eswar K.K., Kumar S.P.",Automatic oxygen level control of patient using fuzzy logic and arduino,2017,"Proceedings of the 2017 International Conference On Big Data Analytics and Computational Intelligence, ICBDACI 2017",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040172872&doi=10.1109%2fICBDACI.2017.8070816&partnerID=40&md5=4b2731ffb2b8cc68867e6883b394aed5,"Department of Electronics and Communication Engineering, Potti Sriramulu Chalavadi Mallikarjunarao College of Engineering and Technology, Vijayawada, India","Automation is one of the considerable developments in the new innovations. It is best technique to execute in the fields of medical i.e. observing the patient condition. In this paper oxygen levels are controlled precisely by utilizing fuzzy logic. Here the beat rate and the ECG qualities are chosen the pressure variation of the oxygen. To quantify the Heart beat and blood oxygen levels we used Pulse Sensor Amped. The ECG signs can be caught by utilizing the AD8232 ECG sensor. The Heartbeat, SP02 levels, and ECG sensors are associated with the Arduino Uno board. The Bio-data from the sensors, which is associated with Arduino Uno, is given to the MATLAB through Serially. The fuzzy logic is utilized to control the Oxygen levels at the patients end. This kind of automated oxygen level control is much useful to the patients and the paramedical staff viably to observe the patient condition. © 2017 IEEE.",Arduino Uno; ECG; Fuzzy logic; MATLAB; SPO2,Artificial intelligence; Big data; Body sensor networks; Computation theory; Computer circuits; Electrocardiography; Level control; MATLAB; Oxygen; Arduino Uno; Blood oxygen; ECG sensors; Heart beats; Oxygen levels; Patient condition; Pressure variations; SPO2; Fuzzy logic,Institute of Electrical and Electronics Engineers Inc.,English,"Proc. Int. Conf. Big Data Anal. Comput. Intell., ICBDACI",Conference Paper
325,"Shaikh T.A., Ali R.",A dynamic approach to medical data for smart Indian healthcare,2017,"Proceedings of the 2017 International Conference On Big Data Analytics and Computational Intelligence, ICBDACI 2017",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040176337&doi=10.1109%2fICBDACI.2017.8070828&partnerID=40&md5=6077ce0efa12bc371e6503c15c9b4a97,"Department of Computer Engineering, Aligarh Muslim UniversityUttar Pradesh, India","Data nowadays has become the utmost asset for taking any intelligent business decision and in the age of Big Data it has become backbone of every knock and corner, and thus it has become the fuel for the analytics phase. In Big Data, data is not only available in bulk voluminous amount but also possess complex diverse formats because of the varying sources of data. Modern Healthcare generates a large amount of diverse data related to patients in digital format. Since modern web applications gives a static view of the patient related data like EHR (Electronic Healthcare Record), PHR (Personal Healthcare Record), EMR (Electronic Medical Record), MRN (Medical Record Number), MHR (Mobilized Health Record) and Electronic Healthcare Predictive Analytics (e-HPA) in US hospitals, which lack in flexibility when multiple medical data are shown at the same time. This may ignore the users to concentrate on important aspects of their health status and physicians to lose critical patients situations. This paper proposes a prototype of a dynamic and fully customizable Graphical User Interface (GUI) for the Indian Healthcare which will replace the static web pages of patients in order to provide patients with current and historical medical data, and allow them to analyze their lifestyle. This real-time health monitoring will give patients a better awareness on their overall status. © 2017 IEEE.",Big Data; Data Driven Healthcare Organisation (DDHA); EHR (Electronic Health Record),Artificial intelligence; Graphical user interfaces; Health; Health care; Medical computing; Predictive analytics; User interfaces; Websites; Electronic health record; Electronic healthcare; Electronic healthcare records; Electronic medical record; Graphical user interfaces (GUI); Healthcare organisations; Personal health care; Real-time health monitoring; Big data,Institute of Electrical and Electronics Engineers Inc.,English,"Proc. Int. Conf. Big Data Anal. Comput. Intell., ICBDACI",Conference Paper
326,"Gupta A., Choudhury T., Lal R.",An efficient scheme to secure cloud with diversified fortified mechanisms,2017,"Proceedings of the 2017 International Conference On Big Data Analytics and Computational Intelligence, ICBDACI 2017",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040193235&doi=10.1109%2fICBDACI.2017.8070829&partnerID=40&md5=219f7ca1abf34081b83bae4846aa13ec,"Computer Science and Engineering, Amity UniversityUttar Pradesh, India","The usage of cloud computing has greatly increased over the last few years. Cloud computing is a way or a technique to store, share and access data. It is the most efficient way, it is even cheaper than the conventional way of having physical servers or physical storage devices present at the company premises. It is faster and more efficient. The concept of cloud computing is that there is expandable storage space with no physical storage space which is accessible from anywhere in the world using any device, the data will be available for you. We can access the cloud storage through the internet. The data is stored at the storage units kept around the world managed by data management companies. These companies are responsible for the data the will back it up and it is their job to keep it secure, but even the beat of them have drawbacks. That is what will be addressed here in the paper below, security in cloud computing. Some work has been done on this field it is on that I further build on. Cloud computing is an internet dependent technology, where client data is stored and maintained in the data centers of cloud providers like Google, Amazon, Salesforce.com and Microsoft etc. Limited access to the data could cause various security issues like data leakage, insecure interface, sharing of information. This research paper explains the concept of cloud computing, the various models used in enhancing the security and how can an enhanced security blanket be put around the cloud without increasing the maintenance charges and without making it to complex. I have also put in a new proposal for securing the data in cloud computing. © 2017 IEEE.",Cloud; Cloud computing; Data protection models; Decryption; Encryption; Security,Artificial intelligence; Cloud computing; Clouds; Cryptography; Data privacy; Digital storage; Information management; Security of data; Virtual storage; Cloud providers; Decryption; Efficient schemes; Protection models; Research papers; Security; Security issues; Storage spaces; Big data,Institute of Electrical and Electronics Engineers Inc.,English,"Proc. Int. Conf. Big Data Anal. Comput. Intell., ICBDACI",Conference Paper
327,"Varaprasad Rao M., Vishnu Murthy G., Vijaya Kumar V.",Multi-Tenancy authorization system in multi cloud services,2017,"Proceedings of the 2017 International Conference On Big Data Analytics and Computational Intelligence, ICBDACI 2017",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040167104&doi=10.1109%2fICBDACI.2017.8070873&partnerID=40&md5=f5c5c4097399212803234f07759cedb0,"Department of Computer Science and Engineering, Anurag Group of Institutions, Hyderabad, India","The recent days of cloud computing, the services offers measurable remarks of reducing the services costs; it helps in most of the IT infrastructure organizations. Multi-tenancy provides a single resource sharing to enhance multiple application instances. The multi-tenant feature will enable the end users to reduce the overall cost of IT infrastructure by converting many small application instances to one or few large instances. In this paper, the authors present a structural design for accomplishing multi-tenancy at the Service-Oriented Architecture (SOA) level, it allows users to route multi cloud services to use multi-tenant submissions. The contributions of this paper is design of a multi-tenant services platforms, which results the end-users can perform their tasks easily on multi-tenant environments. © 2017 IEEE.",Amazon Web Services; Cloud computing; Eucalyptus; Multi-tenancy; Open Nebula; SOA; Virtual Machines,Artificial intelligence; Big data; Cloud computing; Cost reduction; Distributed computer systems; Distributed database systems; Information services; Service oriented architecture (SOA); Structural design; Virtual machine; Amazon web services; Authorization systems; Eucalyptus; IT infrastructures; Multi tenancies; Multiple applications; Open Nebula; Services platforms; Web services,Institute of Electrical and Electronics Engineers Inc.,English,"Proc. Int. Conf. Big Data Anal. Comput. Intell., ICBDACI",Conference Paper
328,"Jain A., Choudhary M.",Analyzing & optimizing hadoop performance,2017,"Proceedings of the 2017 International Conference On Big Data Analytics and Computational Intelligence, ICBDACI 2017",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040184990&doi=10.1109%2fICBDACI.2017.8070820&partnerID=40&md5=b22a6c6dab96026e53e9e7c7f82682a2,"Department of Computer Science, Indira Gandhi Delhi Technical University for Women, Delhi, India","Processing and analyzing BigData in timely and cost effective manner is an important but tedious job. It is highly desired that any BigData management framework must process and analyze data within a fraction of seconds. There are various tools available for this purpose; one of such open source tool is Apache Hadoop. This tool is widely adopted for storage and management of BigData. Several methods have been suggested and implemented to analyze and enhance the Hadoop performance. This paper particularly focuses upon tuning configuration parameter approach. Although there are several configuration parameters which affect the performance of Hadoop, among that MapReduce related parameter has a significant impact. The objective of this work is to enhance the overall performance of Hadoop by reducing job execution time. Reduction in time is obtained by tuning some of MapReduce associated parameters. The right understanding of these parameters is very crucial since varying parameters with improper values can show a negative impact on overall performance. In this paper, proposed approach saves job execution time and optimizes disk usage efficiently. It significantly improves the overall performance of Hadoop by 38.51% over the base system in the heterogeneous environment. © 2017 IEEE.",BigData; Configuration parameter; Hadoop; MapReduce; Performance Optimization,Artificial intelligence; Computer software; Cost effectiveness; Digital storage; Configuration parameters; Hadoop; Heterogeneous environments; Management frameworks; Map-reduce; Open source tools; Performance optimizations; Varying parameters; Big data,Institute of Electrical and Electronics Engineers Inc.,English,"Proc. Int. Conf. Big Data Anal. Comput. Intell., ICBDACI",Conference Paper
329,"Das P., Das A.K.",Crime analysis against women from online newspaper reports and an approach to apply it in dynamic environment,2017,"Proceedings of the 2017 International Conference On Big Data Analytics and Computational Intelligence, ICBDACI 2017",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040177067&doi=10.1109%2fICBDACI.2017.8070855&partnerID=40&md5=121d8aef3348a5d6f377db62a6e19278,"Dept. of Computer Science and Technology, Indian Institute of Engineering Science and Technology, Shibpur, Howrah, India","Crime against women in India has become an eminent topic of discussion in recent years and the issue has been brought to the foreground for concern due to the increasing trends in crimes performed against women. Most of the crimes get reported and a massive dataset is being generated every year. Analysing the crime reports can help the law enforcement section to take preventive measures for reducing the crime, but processing this voluminous data is strenuous and error-prone. So application of various text mining techniques can be of great help for visualising the crime trend. The present work proposes an effective methodology for analysing crime against women in India. The work involves extracting crime reports from online newspaper articles and the documents consisting crime reports of various states and union territories of India are made to undergo several preprocessing techniques. Each document is treated as bag-of-words and finally an exhaustive list of words have been prepared. Similarity has been measured among the words for selecting relevant features for crime trend analysis. Based on the selected crime features, community detection algorithm has been applied for partitioning the states based on crime against women in India. It is a graph based clustering approach and all the states of India have been considered as nodes of the graph. Each community is a group of states which are similar based on crime trends. The work also gives a new direction of application of the algorithm with certain limitations for incremental datasets where data are being generated regularly. The present methodology compares with some existing feature selection methods and clusters obtained in each method using same algorithm are evaluated which shows that the proposed method is more accurate than the existing methods. © 2017 IEEE.",Community detection; Crime analysis; Feature selection; Graph clustering; Similarity measurement; Text mining,Artificial intelligence; Big data; Clustering algorithms; Crime; Data handling; Data mining; Feature extraction; Graphic methods; Newsprint; Population dynamics; Websites; Community detection; Community detection algorithms; Feature selection methods; Graph clustering; Preprocessing techniques; Similarity measurements; Text mining; Text mining techniques; Computer crime,Institute of Electrical and Electronics Engineers Inc.,English,"Proc. Int. Conf. Big Data Anal. Comput. Intell., ICBDACI",Conference Paper
330,"More V.R., Patil B.K., Auti R.A.",Secure extraction of association rules in horizontally distributed database using improved UNIFI,2017,"Proceedings of the 2017 International Conference On Big Data Analytics and Computational Intelligence, ICBDACI 2017",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040183091&doi=10.1109%2fICBDACI.2017.8070835&partnerID=40&md5=c90133f8456bd8462d2c6a34d45d61bc,"Computer Science Engineering, Everest College of Engineering, Aurangabad, India","Data extraction is used to extract important data from large database which stored at the multiple sites. It may be keep in many computers covered in the some physical location or may be covered a network of computers. In this paper, we present protocol for secure extraction of association rules in horizontally distributed database. This protocol is based on the Fast Distributed Mining (FDM) algorithm, using concept of encryption and decryption for extraction of knowledge. Here, we present Improved UNIFI algorithm for secure extraction of association rules. The objective of the protocol is to overcome the problem of extraction of association rules that simulates the existing system i.e grants frequent itemset recognition without candidate itemset generation. This protocol uses support, confidence threshold value and for security and privacy purpose used AES encryption, decryption standard which is symmetric block cipher. It is simple and important in terms of communication rounds as well as communication and computational cost. © 2017 IEEE.",Association Rules; Frequent item Sets; Privacy; Secure Protocol; Security,Artificial intelligence; Association rules; Big data; Data privacy; Database systems; Distributed database systems; Extraction; Communication rounds; Encryption and decryption; Frequent item sets; Horizontally distributed database; Secure protocols; Security; Security and privacy; Symmetric block ciphers; Cryptography,Institute of Electrical and Electronics Engineers Inc.,English,"Proc. Int. Conf. Big Data Anal. Comput. Intell., ICBDACI",Conference Paper
331,"Malhotra R., Bahl L., Sehgal S., Priya P.",Empirical comparison of machine learning algorithms for bug prediction in open source software,2017,"Proceedings of the 2017 International Conference On Big Data Analytics and Computational Intelligence, ICBDACI 2017",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040201132&doi=10.1109%2fICBDACI.2017.8070806&partnerID=40&md5=118cd1ba57768771a5aa141e758a9313,"Department of Software Engineering, Delhi Technological University, Delhi, 110042, India","Bug tracking and analysis truly remains one of the most active areas of software engineering research. Bug tracking results may be employed by the software practitioners of large software projects effectively. The cost of detecting and correcting the defect becomes exponentially higher as we go from requirement analysis to the maintenance phase, where defects might even lead to loss of lives. Software metrics in conjunction with defect data can serve as basis for developing predictive models. Open source projects which encompass contributions from millions of people provide capacious dataset for testing. There have been diverse machine learning techniques proposed in the literature for analyzing complex relationships and extracting useful information from problems using optimal resources and time. However, more extensive research comparing these techniques is needed to establish superiority of one technique over another. This study aims at comparison of 14 ML techniques for development of effective defect prediction models. The issues addressed are 1) Construction of automated tool in Java to collect OO, inheritance and other metrics and detect bugs in classes extracted from open source repository, 2) Use of relevant performance measures to evaluate performance of predictive models to detect bugs in classes, 3) Statistical tests to compare predictive capability of different machine learning techniques, 4) Validation of defect prediction models. The results of the study show that Single Layer Perceptron is the best technique amongst all the techniques used in this study for development of defect prediction models. The conclusions drawn from this study can be used for practical applications by software practitioners to determine best technique for defect prediction and consequently carry out effective allocation of resources. © 2017 IEEE.",Bug prediction; Machine learning; Object-oriented metrics; Open source software; Software reliability,Application programs; Artificial intelligence; Big data; Computer software; Forecasting; Learning algorithms; Learning systems; Open source software; Open systems; Program debugging; Software engineering; Software reliability; Statistical tests; Bug predictions; Defect prediction models; Empirical - comparisons; Machine learning techniques; Object oriented metrics; Open source repositories; Predictive capabilities; Single layer perceptron; Object oriented programming,Institute of Electrical and Electronics Engineers Inc.,English,"Proc. Int. Conf. Big Data Anal. Comput. Intell., ICBDACI",Conference Paper
332,"Vinay A., Reddy D.N., Sharma A.C., Daksha S., Bhargav N.S., Kiran M.K., Murthy K.N.B., Natrajan S.",G-CNN and F-CNN: Two CNN based architectures for face recognition,2017,"Proceedings of the 2017 International Conference On Big Data Analytics and Computational Intelligence, ICBDACI 2017",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040180187&doi=10.1109%2fICBDACI.2017.8070803&partnerID=40&md5=b3b3ea2739899dcda4055356f99e1043,"PES University, Bengaluru, India","In the recent past, deployment of Convolutional Neural Networks (CNN) has led to prodigious success in many pattern recognition tasks. This is mainly due to the very nature of CNN, that is its ability to work in a similar manner to that of the visual system of the human brain. One of the most exciting application of pattern recognition which is the focal point of the proposed work is face recognition. Despite huge efforts from the researchers spanning several decades, it has remained a substantial challenge due to inter-class and intra-class variabilities. This paper presents two simple, yet effective Convolutional Neural Network (CNN) architectures for facial image recognition. Both the architectures utilize widely adopted filters, Gabor and Frangi for facial image representation. Further, benchmark datasets such as CMU, Grimace, Yale, Face 95 and FIE have been used for testing the efficacy and an accuracy of 952% is obtained. Another aspect of the work proposed is investigating the impact of varying the number and size of feature maps. Thus, the models deployed in the proposed work are capable of exploiting spatially localized correlations in a facial image to produce consistently high accuracy. © 2017 IEEE.",Biometrics; Convolutional Neutral Networks; Face Recognition; Filters,Artificial intelligence; Big data; Biometrics; Convolution; Filters (for fluids); Image recognition; Network architecture; Neural networks; Pattern recognition; Benchmark datasets; CNN-based architecture; Convolutional neural network; Facial image recognition; Facial image representation; Neutral network; Number and size; Visual systems; Face recognition,Institute of Electrical and Electronics Engineers Inc.,English,"Proc. Int. Conf. Big Data Anal. Comput. Intell., ICBDACI",Conference Paper
333,"Nagesh H.R., Thejaswini L.",Study on encryption methods to secure the privacy of the data and computation on encrypted data present at cloud,2017,"Proceedings of the 2017 International Conference On Big Data Analytics and Computational Intelligence, ICBDACI 2017",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040168154&doi=10.1109%2fICBDACI.2017.8070868&partnerID=40&md5=79f6174e179f552789a45eaefa8f3f9e,"Department of Computer Science and Engineering, Mangalore Institute of Technology and Engineering, Moodabidri, India","Technology is evolving at a greater speed, day-by-day various health monitoring devices are invented. Remotely monitored health data should reach the doctors to diagnose the health problems. Patient's health information can be stored at cloud, but the main issue here is that the privacy of the data stored is not guaranteed. Cryptographic encryption techniques can solve the problems of secure storage. But all encryption algorithms do not support computation on encrypted data present at cloud. Homomorphic encryption technique allows secure storage and processing on data in the encrypted form. This paper is an approach on how homomorphic encryption technique can be used for secure storage and computation on data in encrypted form so that privacy of the data is preserved. © 2017 IEEE.",Cloud Service Provider; Homomorphic encryption; Security,Artificial intelligence; Big data; Data handling; Data privacy; Digital storage; Health; Cloud service providers; Encryption algorithms; Encryption methods; Encryption technique; Health informations; Health monitoring devices; Ho-momorphic encryptions; Security; Cryptography,Institute of Electrical and Electronics Engineers Inc.,English,"Proc. Int. Conf. Big Data Anal. Comput. Intell., ICBDACI",Conference Paper
334,"Singh R.P., Grover J., Murthy G.R.",Self organizing software defined edge controller in IoT infrastructure,2017,ACM International Conference Proceeding Series,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048366496&doi=10.1145%2f3109761.3158390&partnerID=40&md5=afbda66bbddb9c4f0787486e514dde65,"International Institute of Information Technology, Hyderabad, India","As the number of IoT devices are rapidly increasing and a huge number of access layer devices are underutilized, we propose a self organized software defined edge controller in internet of things (IoT) infrastructure. Our proposed controller gathers information about all the available resources and learns the parameters for serving an IoT node in such a way that the total service time for nodes in the system minimizes. Two methods, round robin and mean time to complete, are utilized for redirecting requests to the resources. MATLAB and mininet simulation results show the self organizing capability of the proposed system. © 2017 Association for Computing Machinery.",Edge computing; Internet of things; Resource allocation; SDN controller; Software defined networks,Artificial intelligence; Controllers; Edge computing; Learning systems; MATLAB; Resource allocation; Routers; Software defined networking; Internet of Things (IOT); Iot devices; Mininet; Round Robin; Sdn controllers; Self-organizing capability; Service time; Internet of things,Association for Computing Machinery,English,ACM Int. Conf. Proc. Ser.,Conference Paper
335,"Sardana M., Choudhury T., Kumar Chaudhary D.",Extensive review on software testing and pipeline testing softwares,2017,"Proceedings of the 2017 International Conference On Big Data Analytics and Computational Intelligence, ICBDACI 2017",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040184134&doi=10.1109%2fICBDACI.2017.8070842&partnerID=40&md5=018da9202969386dbcc47aba1fb6ddac,"Amity University, UttarPradesh, Noida, India","The main aim of this paper is to explain the various types of testing techniques, methods and levels(functional, unit) which are being used by many Software industries. These software industries use these techniques to find faults or bugs in the final software created by them. Here the software testers are experts in the IT Industry who act like customers and review the software to check whether it completes the given requirement or not. To note down the requirements used in the software a matrix called the traceability matrix is used. This paper will provide an outline of all the testing techniques which are not only used in software industries but also in various offshore industries where pipeline testing is done to avoid any leakage on the welded joints, the quality of welds and the pressure, testing is done so that these pipes can be used for an entire lifetime which is designed for more than 25 years. For offshore pipes we use softwares to test the design and installation of a subsea pipeline. We go through some of the testing softwares like DNV-OS-F101, Fatfree, Sim buck and Offpipe. © 2017 IEEE.",DNV-OS-F101; Fatfree; Functional and Unit testing; Offpipe; Sim buck; Traceability Matrix,Artificial intelligence; Big data; Matrix algebra; Pipelines; Program debugging; Testing; Welding; Welds; DNV-OS-F101; Fatfree; Offpipe; Offshore industry; Software industry; Sub-sea pipelines; Testing technique; Unit testing; Software testing,Institute of Electrical and Electronics Engineers Inc.,English,"Proc. Int. Conf. Big Data Anal. Comput. Intell., ICBDACI",Conference Paper
